KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
ARMOR_LEAKYBRAIN_NAME,Leaky Brain,,Sesos chorreantes,Cerveau percé,Auslaufendes Gehirn,Cervello Colante,Cérebro Vazando,漏脑症,漏れ脳
ARMOR_LEAKYBRAIN_DESC,"When you spend mana, adjacent allies gain that amount of mana.",,"Cuando esta unidad consume maná, los aliados adyacentes obtienen la misma cantidad de maná.","Quand vous dépensez du mana, les alliés adjacents en obtiennent la même quantité.","Wenn du Mana ausgibst, erhalten benachbarte Verbündete Mana in dieser Höhe.","Quando spendi mana, gli alleati adiacenti ottengono la stessa quantità di mana.","Ao gastar mana, aliados adjacentes obtêm uma quantidade equivalente de mana.","当你消耗法力时，
相邻的盟友获得相同数量的法力。
","マナを消費すると、隣接する味方
が同量のマナを得る。"
ARMOR_MAGNETO_NAME,Magneto,,Magneto,Magnéto,Magneto,Magneto,Magneto,磁力王,マグネート
ARMOR_MAGNETO_DESC,"When you end your movement, pull all adjacent pickups towards you.
When you gain coins, gain that much [img:shield].",,"Al terminar el movimiento, esta unidad atrae todos los recogibles adyacentes hacia ella.
Al recoger monedas, obtiene la misma cantidad de [img:shield].","À la fin de votre déplacement, vous attirez vers vous tous les objets ramassables adjacents.
Vous obtenez autant de [img:shield] que vous récoltez de pièces.","Wenn du dich bewegt hast, werden alle benachbarten Gegenstände an dich herangezogen.
Wenn du Münzen einsammelst, erhältst du [img:shield] in dieser Höhe.","Quando termini il movimento, attiri verso di te tutti i raccoglibili adiacenti.
Quando guadagni monete, ottieni altrettanto [img:shield].","Ao finalizar seu movimento, puxe todas os coletáveis adjacentes na sua direção.
Ao ganhar moedas, obtenha uma quantidade equivalente de [img:shield].","当你结束移动时，
拉拢所有相邻的拾取物到你身边。

当你获得金币时，获得等量的 [img:shield]。
","移動を終了すると、隣接するすべ
てのアイテムを自分の方に引き寄
せます。
コインを獲得すると、その分の[img:shield]
を獲得します。"
ARMOR_MANGYWIG_NAME,Mangy Wig,,Peluca zarrapastrosa,Perruque miteuse,Räudige Perücke,Parrucca Pulciosa,Peruca Sarnenta,破旧假发,ボロかつら
ARMOR_MANGYWIG_DESC,Spawn a Spiderling for every 4 [img:lck] you have at the start of each battle.,,Genera una arañita por cada 4 [img:lck] que esta unidad tenga al inicio de cada combate.,Invoque une jeune araignée pour chaque tranche de 4&nbsp;[img:lck] que vous avez au début de chaque combat.,"Rufe pro 4&nbsp;[img:lck], das du am Anfang jedes Kampfes hast, einen Spinnenling.",Generi un Ragnetto per ogni 4 di [img:lck] che hai all'inizio di ogni battaglia.,Gere uma aranhinha para cada 4 de [img:lck] que você possui no início de cada batalha.,"在每场战斗开始时，
每有4个 [img:lck] 生成一个小蜘蛛。","各バトル開始時に、所持している
4[img:lck]ごとにスパイダーリングを1
体召喚します。"
ARMOR_MEDICHAT_NAME,Medic Hat,,Gorro médico,Coiffe de sage,Notarzthut,Cappello da Medico,Chapéu de Médico,医疗帽,メディックハット
ARMOR_MEDICHAT_DESC,-1 Damage. Your basic attack heals allies.,,-1 de daño. El ataque básico cura a los aliados.,Dégâts -1. Votre attaque de base soigne les alliés.,-1&nbsp;Schaden. Dein Grundangriff heilt Verbündete.,-1 al Danno. Il tuo attacco base cura gli alleati.,-1 de dano. Seu ataque básico cura aliados.,"-1 伤害。
你的基础攻击治疗盟友。","-1 ダメージ。基本攻撃が味方
を回復します。"
ARMOR_MEDIEVALHELMET_NAME,Medieval Helmet,,Casco medieval,Heaume médiéval,Mittelalterhelm,Elmo Medievale,Capacete Medieval,中世纪头盔,中世の兜
ARMOR_MEDIEVALHELMET_DESC,+2 Brace.,,+2 de refuerzo.,Garde +2.,+2&nbsp;Wappnen.,+2 alla Guardia.,+2 de preparação.,+2 护甲。,+2 ブレース。
ARMOR_NIGHTMAREHAT_NAME,Nightmare Hat,,Sombrero de pesadilla,Chapeau cauchemardesque,Alptraumhut,Cappello dell'Incubo,Chapéu de Pesadelo,噩梦帽,悪夢の帽子
ARMOR_NIGHTMAREHAT_DESC,"After you kill 3 units, you can attack an extra time each turn.",,"Tras matar a 3 unidades, esta unidad puede atacar otra vez cada turno.","Après avoir tué 3&nbsp;unités, vous pouvez attaquer une fois de plus chaque tour.","Nachdem du 3&nbsp;Einheiten getötet hast, kannst du ein zusätzliches Mal pro Zug angreifen.","Dopo aver ucciso 3 unità, puoi attaccare una volta in più ogni turno.","Após matar 3 unidades, você pode atacar uma vez adicional em cada turno.","在你击杀3个单位后，
每回合可以额外攻击一次。","3体のユニットを倒すと、毎ター
ン追加で1回攻撃できます。"
ARMOR_OAKHELMET_NAME,Oak Helmet,,Casco de roble,Casque en chêne,Eichenhelm,Elmo di Quercia,Capacete de Carvalho,橡木头盔,オークヘルメット
ARMOR_OAKHELMET_DESC,Flammable.,,Inflamable.,Inflammable.,Leicht brennbar.,Infiammabile.,Inflamável.,易燃。,燃えやすい。
ARMOR_PAPERRAGS_NAME,Paper Rags,,Trozos de papel,Chiffons de papier,Taschentücher,Stracci di Carta,Trapos de Papel,纸布,紙のぼろきれ
ARMOR_PAPERRAGS_DESC,"+20% Dodge Chance.
+1 Bleed Thorns.
Your basic attack inflicts Bleed.",,"+20 % de probabilidad de esquiva.
+1 de espinas hemorrágicas.
El ataque básico inflige hemorragia.","Chances d'esquive +20&nbsp;%.
Épines sanglantes +1.
Votre attaque de base inflige Saignement.","+20&nbsp;% Ausweichchance.
+1&nbsp;Blutige Dornen.
Dein Grundangriff verursacht Blutung.","+20% di probabilità di schivata.
+1 Spine Insanguinate.
Il tuo attacco base infligge Sanguinamento.","+20% de chance de esquiva.
+1 de espinhos de sangramento.
Seu ataque básico aplica sangramento.","+20% 闪避率。
+1 流血荆棘。
你的基础攻击造成流血效果。","+20% 回避率。  
+1 出血の棘。  
基本攻撃が出血を引き起こす。"
ARMOR_POOPHAT_NAME,Crown of Feculence,,Corona de heces,Couronne fétide,Krone der Fäkulenz,Corona di Sedimenti,Coroa da Feculência,污秽王冠,糞王の冠
ARMOR_POOPHAT_DESC,Poops you spawn are alive!,,¡Las cacas cobran vida!,Les merdes que vous faites apparaître prennent vie&nbsp;!,"Häufchen, die du erscheinen lässt, sind am Leben!",Le feci che generi sono vive!,Cocôs gerados por você estão vivos!,你生成的便便是活的！,生成するうんちは生きています！
ARMOR_PROPELLERCAP_NAME,Propeller Cap,,Gorra con hélice,Casquette à hélice,Propellermütze,Cappello a Elica,Chapéu Propulsor,螺旋桨帽,プロペラキャップ
ARMOR_PROPELLERCAP_DESC,Flying.,,Vuela.,Vol.,Du fliegst.,Volo.,Voador.,飞行。,飛行。
ARMOR_QUEENSCROWN_NAME,Queen's Crown,,Corona de la reina,Couronne de la reine,Königinnenkrone,Corona della Regina,Coroa da Rainha,女王王冠,女王の冠
ARMOR_QUEENSCROWN_DESC,Your basic attack has Knockback and Chain Knockback.,,El ataque básico tiene retroceso y retroceso encadenado.,Votre attaque de base inflige Recul et Recul en chaîne.,Dein Grundangriff verursacht Rückstoß und Kettenrückstoß.,Il tuo attacco base ha Contraccolpo e Contraccolpo a Catena.,Seu ataque básico possui empurrão e empurrão encadeado.,"你的基础攻击具有击退和连锁击退效果。
","基本攻撃にノックバックとチェー
ンノックバックが付与されます。"
ARMOR_RAINHAT_NAME,Rain Hat,,Gorro impermeable,Chapeau de pluie,Regenhut,Cappello della Pioggia,Chapéu de Chuva,雨帽,レインハット
ARMOR_RAINHAT_DESC,You have All Stats Up while wet.,,Esta unidad tiene aumento total cuando está mojada.,"Mouillé, vous confère Hausse de stats.","Während du nass bist, hast du einen Bonus auf alle Attribute.",Hai Aumento delle Statistiche quando ti bagni.,Você possui todos os atributos aumentados ao se molhar.,你在潮湿时获得所有属性提升。,"濡れている間、全てのステータス
がアップします。"
ARMOR_RISINGSUNBANDANA_NAME,Nisshōki Bandana,,Pañuelo nisshōki,Bandana Nisshōki,Nisshōki-Stirnband,Bandana Nisshōki,Bandana Nisshōki,日章旗头巾,日章旗バンダナ
ARMOR_RISINGSUNBANDANA_DESC,"While at 5 or less health, you have +3 Damage and can move an extra time each turn.",,"Con 5 o menos de salud, esta unidad inflige +3 de daño y puede moverse otra vez cada turno.","Quand vous avez 5&nbsp;PV ou moins, vous confère Dégâts +3&nbsp;et vous pouvez vous déplacer une fois de plus chaque tour.","Während du 5 oder weniger LP hast, hast du +3&nbsp;Schaden und kannst dich ein zusätzliches Mal pro Zug bewegen.","Finché hai 5 o meno PS, hai +3 al Danno e puoi muoverti una volta in più ogni turno.","Enquanto estiver com 5 ou menos de saúde, você possui +3 de dano e pode se mover uma vez adicional em cada turno.","当生命值为5或更少时，
你获得+3伤害，
并且每回合可以额外移动一次。","体力が5以下のとき、ダメージが
+3され、毎ターン追加で1回移
動できます。"
ARMOR_ROTTENGUTS_NAME,Rotten Guts,,Vísceras putrefactas,Tripes pourries,Verrottete Eingeweide,Viscere Marce,Tripas Podres,腐烂内脏,腐った内臓
ARMOR_ROTTENGUTS_DESC,+2 Health Regen. Spawn a Charmed Maggot or Fly when you end your turn.,,+2 de regeneración de salud. Genera una mosca o un gusano embrujados al final del turno.,Régénération de PV +2. Invoque un asticot envoûté ou une mouche à la fin de votre tour.,"+2&nbsp;Lebensregeneration. Rufe eine freundliche Made oder Fliege, wenn du deinen Zug beendest.",+2 a Rigenerazione Salute. Generi una Larva Ammaliata o una Mosca Ammaliata al termine del turno.,+2 de regeneração de saúde. Gere uma mosca ou verme enfeitiçado ao finalizar seu turno.,"+2生命值回复。
每当回合结束时，
生成一个被魅惑的蛆虫或苍蝇。","+2 ヘルス再生。ターン終了時
に魅了されたウジ虫またはハエを
生成します。"
ARMOR_RUSTINGHELMET_NAME,Rusting Helmet,,Casco oxidado,Casque rouillé,Verrosteter Helm,Elmo Arrugginito,Capacete Enferrujado,生锈头盔,錆びたヘルメット
ARMOR_RUSTINGHELMET_DESC,Gain +1 [img:shield] at the end of each turn.,,Obtiene +1 [img:shield] al final de cada turno.,[img:shield] +1&nbsp;à la fin de chaque tour.,Erhalte am Ende jedes Zuges +1&nbsp;[img:shield].,Ottieni +1 allo [img:shield] alla fine di ogni turno.,Obtenha +1 de [img:shield] no final de cada turno.,每回合结束时获得+1 [img:shield]。,"各ターンの終了時に+1 [img:shield]を獲
得します。"
ARMOR_SABERTOOTHTIGERPELT_NAME,Pale Sabertooth Pelt,,Piel de dientes de sable pálida,Peau de tigre à dents de sabre,Bleiches Säbelzahntigerpelz,Pelle di Tigre dai Denti a Sciabola Pallida,Pele de Tigre Dentes-de-Sabre Branco,苍白剑齿兽皮毛,蒼白サーベルタイガーの毛皮
ARMOR_SABERTOOTHTIGERPELT_DESC,"When you kill a unit, all nearby cats gain +1 Damage.",,"Al matar a una unidad, todos los gatos cercanos obtienen +1 de daño.","Quand vous tuez une unité, les chats proches bénéficient de Dégâts +1.","Wenn du eine Einheit tötest, erhalten alle Katzen in der Nähe +1&nbsp;Schaden.","Quando uccidi un'unità, tutti i gatti vicini ottengono +1 al Danno.","Ao matar uma unidade, gatos próximos obtêm +1 de dano.","当你击杀一个单位时，
所有附近的猫获得+1伤害。","ユニットを倒すと、近くのすべて
の猫がダメージ+1を獲得します
。"
ARMOR_SKULLCLAMP_NAME,Skull Clamp,,Engrampacráneo,Pince crâne,Schädelstrammer,Morsa Cranica,Grampo Craniano,头骨夹具,スカルクランプ
ARMOR_SKULLCLAMP_DESC,"Brace 2 
+25% chance to inflict Stun on units that contact you.",,"2 de refuerzo. 
+25 % de probabilidad de aturdir a las unidades que entren en contacto con esta.","Garde +2.
+25&nbsp;% de chances d'infliger Étourdissement aux ennemis qui vous touchent.","Wappnen&nbsp;2.
+25%ige Wahrscheinlichkeit, Betäubung bei Einheiten, die dich berühren, zu verursachen.","Guardia 2.
+25% di probabilità di infliggere Stordimento alle unità che ti toccano.","Preparação 2.
+25% de chance de aplicar atordoamento em unidades que entram em contato com você.","护甲 2  
与之接触的单位有25%几率被眩晕。","ブレース 2  
接触したユニットに25%の確率
でスタンを付与します。"
ARMOR_SNAKESKINHAT_NAME,Snakeskin Hat,,Sombrero de piel de serpiente,Chapeau en peau de serpent,Schlangenlederhut,Cappello di Pelle di Serpente,Chapéu de Couro de Cobra,蛇皮帽,蛇革の帽子
ARMOR_SNAKESKINHAT_DESC,Spawn a Charmed Rattlesnek at the start of each battle.,,Genera una cascabela embrujada al inicio de cada combate.,Invoque un serpent à sonnette envoûté au début de chaque combat.,Rufe am Anfang jedes Kampfes eine freundliche Klapperschlange.,Generi un Serpentello a Sonagli Ammaliato all'inizio di ogni battaglia.,Gere uma cascavel enfeitiçada no início de cada batalha.,"每场战斗开始时生成一个被魅惑的响尾蛇。
","各バトルの開始時に魅了されたラ
トルスネークを召喚します。"
ARMOR_SPAREPARTS_NAME,Spare Parts,,Recambios,Bric-à-brac,Ersatzteile,Pezzi di Ricambio,Peças Sobressalentes,备用零件,スクラップパーツ
ARMOR_SPAREPARTS_DESC,"When you move, spawn a scrap pickup where you moved from.",,"Al moverse, esta unidad genera un recogible de chatarra en la casilla de partida.","Quand vous vous déplacez, un morceau de ferraille apparaît à votre position initiale.","Wenn du dich bewegst, erscheint an deinem ursprünglichen Ort ein Stück Schrott.","Quando ti muovi, generi un raccoglibile Rottame nel punto in cui ti trovavi.","Ao se mover, gere um coletável de sucata no local onde estava.","当你移动时，
在你移动前的位置生成一个碎片拾取物。
","移動すると、移動元にスクラップ
を生成します。"
ARMOR_SPIDERBABY_NAME,Spider Baby,,Bebé araña,Bébé-araignée,Babyspinne,Ragno Neonato,Bebê Aranha,蜘蛛幼崽,スパイダーベビー
ARMOR_SPIDERBABY_DESC,Spawn a Spiderling when you take damage.,,Genera una arañita al sufrir daño.,"Quand vous subissez des dégâts, une jeune araignée est invoquée.","Rufe einen Spinnenling, wenn du Schaden erleidest.",Generi un Ragnetto quando subisci danno.,Gere uma aranhinha ao sofrer dano.,受到伤害时生成一个小蜘蛛。,"ダメージを受けるとスパイダーリ
ングを生成します。"
ARMOR_SPLINTEREDCROWN_NAME,Splintered Crown,,Corona astillada,Couronne de fortune,Splitterkrone,Corona Scheggiata,Coroa Estilhaçada,破裂冠冕,砕けた王冠
ARMOR_SPLINTEREDCROWN_DESC,Gain +1 Thorns when you take damage.,,Obtiene +1 de espinas al sufrir daño.,Épines +1&nbsp;quand vous subissez des dégâts.,"Erhalte +1&nbsp;Dornen, wenn du Schaden erleidest.",Ottieni +1 Spine quando subisci danno.,Obtenha +1 de espinhos ao sofrer dano.,受到伤害时获得+1荆棘。,"ダメージを受けると、トゲ+1を
獲得します。"
ARMOR_STEVENHAT1_NAME,Steven,,Steven,Steven,Steven,Steven,Steven,史蒂文,スティーブン
ARMOR_STEVENHAT1_DESC,"Your explosions are much, much bigger!
You have explosion immunity.",,"¡Las explosiones son muchísimo más potentes!
Esta unidad es inmune a las explosiones.","Vos explosions sont bien, bien plus grosses&nbsp;!
Vous confère Immunité aux explosions.","Deine Explosionen sind viel, viel größer!
Du bist immun gegen Explosionen.","Le tue esplosioni sono molto, molto più grandi!
Hai l'immunità alle esplosioni.","Suas explosões são muito, muito maiores!
Você possui imunidade contra explosões.","你的爆炸效果大大增强！
你拥有爆炸免疫。","あなたの爆発は非常に大きくなり
ます！  
爆発に対する免疫があります。"
ARMOR_STEVENHAT2_NAME,Steven,,Steven,Steven,Steven,Steven,Steven,史蒂文,スティーブン
ARMOR_STEVENHAT2_DESC,"Each time you cast a spell, gain +1 range and +1 reach until the end of the turn.",,"Cada vez que lanza un hechizo, esta unidad obtiene +1 de alcance y +1 de extensión hasta el final del turno.","Quand vous lancez un sort, vous confère Portée +1&nbsp;et Allonge +1&nbsp;jusqu'à la fin du tour.","Jedes Mal, wenn du einen Zauber wirkst, erhältst du +1&nbsp;Reichweite bis zum Ende des Zuges.","Ogni volta che lanci un incantesimo, ottieni +1 al raggio d'azione e +1 alla portata fino alla fine del turno.","A cada vez que você lança um encantamento, obtenha +1 de alcance e +1 de envergadura até o final do turno.","每次施放法术时，
获得 +1 范围和 +1 触及，
直到本回合结束。","呪文を唱えるたびに、そのターン
の終了時まで射程とリーチがそれ
ぞれ+1増加します。"
ARMOR_STEVENSHAT_NAME,Steven's Hat,,Sombrero de Steven,Chapeau de Steven,Stevens Hut,Cappello di Steven,Chapéu de Steven,史蒂文的帽子,スティーブンの帽子
ARMOR_STEVENSHAT_DESC,Your spells cost 0. You can only cast each of your spells once per turn.,,Sus hechizos cuestan 0. Solo puede lanzar cada hechizo una vez por turno.,Vos sorts coûtent 0&nbsp;mana. Vous ne pouvez lancer qu'un sort de chaque type par tour.,Deine Zauber kosten 0&nbsp;Mana. Du kannst nur einen Zauber pro Zug wirken.,I tuoi incantesimi costano 0. Puoi lanciare ciascuno dei tuoi incantesimi solo una volta per turno.,Seus encantamentos custam 0. Só é possível lançar cada um de seus encantamentos uma vez por turno.,"你的法术消耗为0。
每个法术每回合只能施放一次。","あなたの呪文はコスト0で使用で
きます。ただし、各呪文は1ター
ンに1回しか唱えられません。"
ARMOR_STEVENSHELMET_NAME,Steven's Helmet,,Casco de Steven,Casque de Steven,Stevens Helm,Elmo di Steven,Capacete de Steven,史蒂文的头盔,スティーブンの兜
ARMOR_STEVENSHELMET_DESC,"When you are downed, give another allied cat 2 random disorders, or to yourself if you're alone.",,"Cuando esta unidad cae abatida, le inflige a otro gato aliado 2 trastornos al azar, o se los autoinflige si está sola.","K.O., inflige 2&nbsp;troubles aléatoires à une unité alliée, ou à vous-même si vous êtes seul.","Wenn du in Ohnmacht fällst, verursachst du 2 zufällige Störungen bei einer anderen Katze, oder bei dir selbst, wenn du allein bist.","Quando sei KO, infliggi 2 disturbi casuali a un altro gatto alleato, o a te se non c'è nessuno in tua compagnia.","Ao ficar inconsciente, dê a outro gato aliado 2 transtornos aleatórios, ou para si se estiver só.","当你倒地时，
给另一只盟友猫随机2个异常状态，
如果你孤身一人则给自己。","ダウンしたとき、他の味方の猫に
ランダムな障害を2つ与えるか、
一人の場合は自分に与えます。"
ARMOR_STONEHELMET_NAME,Stone Helmet,,Casco pétreo,Casque de pierre,Steinhelm,Elmo di Pietra,Capacete de Pedra,石头头盔,ストーンヘルメット
ARMOR_STONEHELMET_DESC,+1 Brace.,,+1 de refuerzo.,Garde +1.,+1&nbsp;Wappnen.,+1 alla Guardia.,+1 de preparação.,+1 护甲。,+1 ブレース。
ARMOR_THERELIC_NAME,The Relic,,Reliquia,La Relique,Das Relikt,La Reliquia,A Relíquia,遗物,レリック
ARMOR_THERELIC_DESC,"When you lose [img:divineshield], emit a Sparkle for every point of damage blocked.",,"Al perder [img:divineshield], esta unidad emite un destello por cada punto de daño bloqueado.","Quand vous perdez [img:divineshield], vous émettez une étincelle pour chaque dégât bloqué.","Wenn du [img:divineshield] verlierst, versprühst du einen Funken pro Schadenspunkt, den du blockiert hast.","Quando perdi [img:divineshield], emetti una Scintilla per ogni punto danno bloccato.","Ao perder [img:divineshield], emita uma fagulha para cada ponto de dano bloqueado.","当你失去 [img:divineshield] 时，
每挡下一点伤害释放一次闪光。","[img:divineshield]を失ったとき、ブロックしたダ
メージのポイントごとにスパーク
ルを放出します。"
ARMOR_THROBBINGCROWN_NAME,Throbbing Crown,,Corona palpitante,Couronne lancinante,Pulsierende Krone,Corona Pulsante,Coroa Pulsante,跳动的冠冕,脈動の王冠
ARMOR_THROBBINGCROWN_DESC,Tentacles attack all adjacent tiles at the end of your turn.,,Los tentáculos atacan todas las casillas adyacentes al final del turno.,Des tentacules attaquent les cases adjacentes à la fin de votre tour.,Tentakel greifen am Ende deines Zuges alle benachbarten Felder an.,"Alla fine del tuo turno, i tentacoli attaccano tutte le caselle adiacenti.",Tentáculos atacam todos os espaços adjacentes no final do seu turno.,"触手在你回合结束时攻击所有相邻格子。
","触手がターン終了時に隣接するす
べてのタイルを攻撃します。"
ARMOR_TIEDYEBANDANA_NAME,Tie Dye Bandana,,Pañuelo teñido,Bandana hippie,Selbstgefärbtes Bandana,Bandana Tie Dye,Bandana Tie Dye,扎染头巾,タイダイバンダナ
ARMOR_TIEDYEBANDANA_DESC,Spawn a Catnip pickup when you take damage.,,Genera un recogible de hierba gatera al sufrir daño.,"Quand vous subissez des dégâts, de l'herbe à chat apparaît.","Lasse Katzenminze erscheinen, wenn du Schaden erleidest.",Generi un raccoglibile Erba Gatta quando subisci danno.,Gere um coletável de erva-de-gato ao sofrer dano.,"受到伤害时生成一份猫薄荷拾取物。
","ダメージを受けるとキャットニッ
プをドロップします。"
ARMOR_TINASBELLYBUTTON_NAME,Tina's Belly Button,,Ombligo de Tina,Nombril de Tina,Tinas Bauchnabel,Ombelico di Tina,Umbigo de Tina,蒂娜的肚脐,ティナのへそ
ARMOR_TINASBELLYBUTTON_DESC,"When you get a kill, gain +1 Health Regen.",,"Al matar a una unidad, obtiene +1 de regeneración de salud.",Régénération de PV +1&nbsp;quand vous tuez un ennemi.,"Erhalte +1&nbsp;Lebensregeneration, wenn du etwas tötest.","Quando uccidi qualcuno, ottieni +1 a Rigenerazione Salute.","Ao realizar uma baixa, obtenha +1 de regeneração de saúde.","击杀时，获得 +1 生命回复。
","キルを獲得すると、ヘルス再生が
+1されます。"
ARMOR_TINKSBOW_NAME,Fancy Bow,,Lacito coqueto,Ruban élégant,Schicke Schleife,Fiocco Elegante,Arco Refinado,华丽的弓,おしゃれな弓
ARMOR_TINKSBOW_DESC,It's fancy.,,Es coqueto.,Élégantissime.,Ganz schön schick.,È elegante.,Quanto requinte.,它很华丽。,おしゃれです。
ARMOR_TOPHAT_NAME,Top Hat,,Chistera,Haut-de-forme,Zylinder,Cappello a Cilindro,Cartola,高顶帽,シルクハット
ARMOR_TOPHAT_DESC,"Start with a bomb if you have no weapon equipped.
Your explosions have +1 area.",,"Esta unidad empieza con una bomba si no va equipada con ningún arma.
Las explosiones tienen +1 de área.","Vous débutez avec une bombe si vous n'avez rien d'équipé.
Vos explosions bénéficient de Rayon +1.","Beginne jeden Kampf mit einer Bombe, wenn du keine Waffe ausgerüstet hast.
Deine Explosionen haben +1&nbsp;Fläche.","Inizi con una bomba se non hai un'arma equipaggiata.
Le tue esplosioni hanno +1 di area.","Inicie com uma bomba se você não possui nenhuma arma equipada.
Suas explosões possuem +1 de área.","如果没有装备武器，
则以炸弹开始战斗。
你的爆炸范围+1。","武器を装備していない場合、爆弾
を持ってスタートします。
爆発の範囲が+1されます。"
ARMOR_TOXICCANISTER_NAME,Toxic Canister,,Envase tóxico,Récipient toxique,Giftkanister,Contenitore Tossico,Recipiente Tóxico,毒气罐,毒ガス缶
ARMOR_TOXICCANISTER_DESC,"Inflict Poison 1 on all units at the start of the battle.
Your basic attack inflicts Poison 1.
Inflict Poison 1 on units that contact you.",,"Inflige 1 de veneno a todas las unidades al inicio del combate.
El ataque básico inflige 1 de veneno.
Inflige 1 de veneno a todas las unidades que entren en contacto.","Inflige Poison +1&nbsp;à toutes les unités au début du combat.
Votre attaque de base inflige Poison +1.
Inflige Poison +1&nbsp;aux unités qui vous touchent.","Verursache am Anfang des Kampfes bei allen Einheiten Gift&nbsp;1.
Dein Grundangriff verursacht Gift&nbsp;1.
Verursache Gift&nbsp;1 bei Einheiten, die dich berühren.","Infliggi Veleno 1 a tutte le unità all'inizio della battaglia.
Il tuo attacco base infligge Veleno 1.
Infliggi Veleno 1 alle unità che ti toccano.","Aplique veneno 1 em todas as unidades no início da batalha.
Seu ataque básico aplica veneno 1.
Aplique veneno 1 em unidades que entram em contato com você.","战斗开始时对所有单位施加中毒 1。

你的基础攻击会造成中毒 1。
与您接触的单位会被施加中毒 1。
","戦闘開始時にすべてのユニットに
毒1を付与します。  
基本攻撃は毒1を付与します。 
 
接触したユニットに毒1を付与し
ます。"
ARMOR_TRAININGBAND_NAME,Training Band,,Felpa de entrenamiento,Bandeau d'entraînement,Fitnessband,Fascia da Allenamento,Tira de Treinamento,训练护腕,訓練バンド
ARMOR_TRAININGBAND_DESC,+20% Crit Chance.,,+20 % de probabilidad de crítico.,Chances de coup critique +20&nbsp;%.,+20&nbsp;% kritische Trefferchance.,+20% probabilità di colpo critico.,+20% de chance de crítico.,+20% 暴击率。,"クリティカル率が+20%増加し
ます。"
ARMOR_TRASHCAN_NAME,TrashCan,,Cubo de basura,Poubelle,Mülleimer,Pattumiera,Lixeira,垃圾桶,ゴミ箱
ARMOR_TRASHCAN_DESC,Brace 4. Blind.,,4 de refuerzo. Ceguera.,Garde +4. Cécité.,Wappnen&nbsp;4. Blindheit.,Guardia 4. Accecamento.,Preparação 4. Cegueira.,护甲 4。致盲。,防御 4。盲目。
ARMOR_WIG_NAME,Wig,,Peluca,Perruque,Perücke,Parrucca,Peruca,假发,かつら
ARMOR_WIG_DESC,,,,,,,,,
,,,,,,,,,
//neck armor,,,,,,,,,
ARMOR_ANGELICPROTECTION_NAME,Angelic Protection,,Protección angelical,Protection angélique,Himmlischer Schutz,Protezione Angelica,Proteção Angelical,天使保护,天使の守護
ARMOR_ANGELICPROTECTION_DESC,33% chance to teleport to a random tile when targeted by an enemy.,,33 % de probabilidad de teletransportarse a una casilla al azar cuando un enemigo apunta a esta unidad.,"Ciblé par un ennemi, 33&nbsp;% de chances d'être téléporté vers une case aléatoire.","33%ige Wahrscheinlichkeit, sich auf ein zufälliges Feld zu teleportieren, wenn ein Gegner dich anvisiert.",33% di probabilità di teletrasportarti in una casella casuale quando ti prende di mira un nemico.,33% de se teletransportar para um espaço aleatório ao entrar na mira de um inimigo.,"被敌人选中时，
有33%的概率传送到随机格子。
","敵に狙われたとき、ランダムなタ
イルにテレポートする確率が33
%あります。"
ARMOR_BACKPACK_NAME,Backpack,,Mochila,Sac à dos,Rucksack,Zaino,Mochila,背包,バックパック
ARMOR_BACKPACK_DESC,"50% chance to find an extra consumable item at the end of each battle.
When you use up a consumable or trinket, equip a new consumable from your inventory if you have any.",,"50 % de probabilidad de encontrar un consumible extra al final de cada combate.
Al gastar un consumible o baratija, se equipa con otro consumible del inventario, si lo hubiera.","50&nbsp;% de chances d'obtenir un objet consommable à la fin de chaque combat.
Quand vous utilisez un consommable ou une babiole, un nouveau consommable de votre inventaire s'équipe si vous en possédez.","50%ige Wahrscheinlichkeit, am Ende jedes Kampfes einen zusätzlichen benutzbaren Gegenstand zu finden.
Wenn du einen Gegenstand oder Zubehör benutzt, rüstest du automatisch einen neuen aus deinem Inventar aus.","50% di probabilità di trovare un oggetto consumabile aggiuntivo alla fine di ogni battaglia.
Quando usi un consumabile o un ciondolo, equipaggi un nuovo consumabile dal tuo inventario, se ne hai a disposizione.","50% de chance de encontrar um item consumível adicional no final de cada batalha.
Ao esgotar um consumível ou acessório, equipe um novo consumível do seu inventário, se possuir algum.","每场战斗结束时有50%概率获得额外消耗品。

当你用尽消耗品或饰品时，
如果背包中有新消耗品，
则自动装备。","各バトル終了時に追加の消耗品ア
イテムを見つける確率が50%あ
ります。  
消耗品や装飾品を使い切った場合
、インベントリにある消耗品を新
たに装備します。"
ARMOR_BLING_NAME,Bling,,Blimblín,Bling-bling,Glanzschmuck,Gioiello,Bijuteria,炫酷饰品,キラキラアーマー
ARMOR_BLING_DESC,,,,,,,,,
ARMOR_BLUBBER_NAME,Blubber,,Grasa de ballena,Graisse,Blubber,Ciccia,Gordura,脂肪,脂肪アーマー
ARMOR_BLUBBER_DESC,,,,,,,,,
ARMOR_BOXINGCHARM_NAME,Boxing Charm,,Amuleto de boxeo,Porte-bonheur de combat,Boxhandschuhe,Amuleto da Boxe,Amuleto de Boxeador,拳击护符,ボクシングチャーム
